satisfaction_level,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,hire_date,move_date,end_date,leader_host,country_home,culture_home,country_host,culture_host,function_host,business Size_host,economic Perspective_host,fired_quit,buzz_bust
0.43,0.96,3,109,0,0,low,04-Aug-08,31-Aug-15,31-Aug-18,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.7,0.54,5,263,0,0,low,01-Mar-07,00-Jan-00,01-Dec-14,well placed talent,poland,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.51,0.62,4,185,0,0,low,19-Mar-07,02-Apr-12,01-Oct-16,consistent,turkey,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.5,0.55,4,191,0,0,low,01-Apr-07,01-Jun-15,31-May-19,key talent,germany,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.14,0.56,5,259,1,0,low,14-May-07,30-Dec-13,31-Mar-19,consistent,great britain,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.91,4,253,0,0,low,01-Feb-03,01-Mar-18,28-Feb-20,consistent,greece,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.5,3,216,0,0,low,03-Oct-11,01-Dec-18,30-Nov-19,consistent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.9,0.86,2,264,0,0,medium,30-Apr-07,03-Oct-11,31-Oct-14,consistent,australia,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.49,0.63,3,181,1,0,medium,03-Jul-07,01-Apr-13,03-Oct-16,consistent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.79,0.7,3,209,0,0,medium,26-Mar-11,01-Jun-17,31-May-20,poor perfomer,spain,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.89,4,239,0,0,medium,28-Mar-11,28-Mar-16,31-Jan-19,consistent,france,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.59,0.48,3,197,0,0,medium,01-Nov-11,30-Jun-14,31-Jul-20,well placed talent,france,hierarquical,denmark,egalitarian,finance,sbu,positive,no,buzz
0.9,0.57,4,150,0,0,medium,01-Dec-07,00-Jan-00,31-Aug-15,consistent,sweden,consensual,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.69,0.88,3,164,0,0,medium,12-Nov-07,00-Jan-00,01-Dec-14,consistent,italy,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.73,0.84,3,216,0,0,medium,14-Jan-08,02-Sep-13,00-Jan-00,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.48,0.74,2,271,1,0,medium,01-Jan-08,02-Mar-15,02-Sep-15,well placed talent,germany,consensual,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.9,0.49,4,176,0,0,medium,14-Jan-08,26-May-08,01-Nov-18,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.74,0.73,3,156,0,0,medium,02-Sep-13,29-Sep-14,30-Sep-15,well placed talent,france,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.65,0.63,4,143,0,0,medium,19-Mar-08,01-Dec-14,03-Nov-15,key talent,turkey,top-down,united states,egalitarian,communication,united states,positive,no,buzz
0.93,0.94,4,233,0,0,medium,01-Apr-08,01-Jan-19,01-Jan-21,well placed talent,japan,hierarquical,denmark,egalitarian,market access,sbu,positive,no,buzz
0.57,0.67,3,138,1,0,medium,07-Oct-09,02-Feb-15,31-Oct-16,well placed talent,brazil,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.49,3,259,0,0,medium,18-Jul-05,01-Aug-18,31-Jul-21,consistent,south africa,consensual,united states,egalitarian,bts,united states,positive,no,buzz
0.55,0.86,4,169,0,0,medium,01-May-08,24-Jan-11,03-Aug-15,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.59,0.73,3,172,0,0,medium,02-Jun-08,01-Aug-17,23-Apr-20,well placed talent,united states,egalitarian,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.72,0.98,4,156,0,0,medium,09-Jun-08,29-Dec-14,29-Dec-16,well placed talent,spain,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.87,0.55,4,140,0,0,medium,30-Jul-08,01-Feb-17,31-Jan-20,key talent,ireland,top-down,united states,egalitarian,operations,united states,positive,no,buzz
0.86,0.82,4,212,0,0,medium,21-Jul-08,30-Jun-14,30-Jun-17,key talent,hungary,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.61,0.5,4,269,0,0,medium,19-Jul-13,30-Mar-15,01-Jun-19,well placed talent,ukraine,consensual,denmark,egalitarian,finance,sbu,positive,no,buzz
0.45,0.63,5,111,0,0,medium,02-Aug-14,31-Aug-15,31-Aug-18,consistent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.51,0.63,4,198,0,0,medium,15-Oct-08,25-Aug-14,31-Jul-16,consistent,netherlands,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.87,0.92,4,263,0,0,medium,17-Nov-08,03-Aug-15,03-Aug-16,well placed talent,estonia,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.29,0.38,5,191,0,0,medium,01-Oct-08,24-Oct-11,15-Dec-14,consistent,australia,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.57,0.64,3,188,0,0,medium,10-Nov-08,30-May-11,29-Sep-14,well placed talent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.69,0.83,4,252,0,0,medium,12-Jan-09,01-Jun-15,31-Oct-17,consistent,united states,egalitarian,united states,egalitarian,legal,united states,positive,no,buzz
0.61,0.9,2,142,0,0,high,01-Dec-08,04-Aug-14,31-Dec-16,consistent,colombia,top-down,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.85,4,247,0,0,high,16-Mar-09,04-Nov-13,31-Oct-17,consistent,sweden,consensual,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.16,0.61,6,269,0,0,high,01-Oct-10,01-Dec-18,31-Dec-19,well placed talent,lebanon,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.96,0.82,4,244,0,0,high,16-Mar-09,01-Apr-18,01-Apr-20,key talent,taiwan,hierarquical,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.9,0.81,4,164,0,0,high,16-Mar-09,01-Jul-17,31-Dec-17,consistent,hungary,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.87,6,232,0,0,high,27-Apr-09,25-Jul-11,03-Jan-16,consistent,spain,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.37,0.49,3,177,0,0,high,09-Jul-12,00-Jan-00,29-Dec-14,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.68,0.65,3,173,1,0,high,15-May-09,03-Oct-16,10-Feb-17,key talent,germany,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.6,5,165,1,0,high,22-May-09,02-Apr-12,00-Jan-00,consistent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.8,3,225,0,0,high,01-Sep-09,00-Jan-00,02-Feb-15,consistent,germany,consensual,denmark,egalitarian,finance,sbu,positive,no,buzz
0.84,0.63,3,121,1,0,low,20-Jul-09,29-Jun-15,30-Jun-18,key talent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.44,0.51,2,219,0,0,low,13-Jul-09,27-Jan-14,00-Jan-00,consistent,germany,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.73,4,204,0,0,low,28-Sep-09,28-Sep-09,31-May-18,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.94,5,235,0,0,low,12-Oct-09,01-Nov-18,31-Oct-21,consistent,france,hierarquical,denmark,egalitarian,operations,sbu,positive,no,buzz
0.75,0.51,2,215,1,0,low,02-Oct-09,01-May-18,31-Dec-18,well placed talent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.67,5,243,0,0,low,16-Nov-09,01-May-18,31-Dec-18,consistent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.13,0.97,4,162,0,0,low,04-Jan-10,00-Jan-00,04-May-15,consistent,france,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.6,0.79,4,262,0,0,low,21-Apr-10,29-Aug-11,31-Aug-17,consistent,germany,consensual,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.45,0.55,4,206,0,0,low,01-Jan-11,03-Oct-11,30-Sep-14,well placed talent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.5,1,2,125,1,0,low,01-Oct-10,25-Mar-13,03-Mar-20,key talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.19,0.36,3,167,0,0,low,01-Oct-01,04-Mar-13,29-Feb-16,well placed talent,germany,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.68,0.89,5,218,0,0,low,20-May-02,03-Nov-14,31-Jul-19,well placed talent,ireland,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.53,0.91,5,181,0,0,low,01-Sep-11,01-Oct-12,31-Oct-17,key talent,lithuania,top-down,united states,egalitarian,operations,united states,positive,no,buzz
1,0.77,5,269,0,0,low,25-Jan-13,00-Jan-00,14-Nov-14,key talent,india,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.99,0.86,3,167,0,0,low,25-Jun-12,01-Aug-18,31-Jul-19,key talent,russia,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.29,0.75,6,271,0,0,medium,11-Jan-12,02-Mar-15,31-Jul-18,well placed talent,italy,hierarquical,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.54,0.83,4,201,1,0,medium,15-Jun-10,01-Jun-17,30-May-20,key talent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.25,0.9,6,229,0,0,medium,07-Mar-11,27-Jun-16,26-Jun-19,well placed talent,ireland,top-down,united states,egalitarian,communication,united states,positive,no,buzz
0.71,0.76,4,148,0,0,medium,07-Sep-10,01-Jun-18,31-May-20,well placed talent,canada,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.96,0.84,3,147,0,0,medium,16-Aug-10,01-Sep-18,31-Aug-21,well placed talent,portugal,top-down,denmark,egalitarian,finance,sbu,positive,no,buzz
0.9,0.9,4,211,0,0,medium,09-Jan-10,01-Jul-19,30-Jun-22,consistent,norway,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.82,0.87,5,145,0,0,medium,23-Aug-10,31-Aug-15,31-Aug-18,well placed talent,norway,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.19,0.7,6,269,0,0,medium,01-Sep-10,01-Nov-17,01-Apr-18,poor perfomer,south africa,consensual,united states,egalitarian,communication,united states,positive,no,buzz
0.43,0.74,4,129,0,0,medium,01-Oct-10,28-Sep-15,28-Sep-18,well placed talent,germany,consensual,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.62,0.84,3,270,0,0,medium,01-Mar-11,25-Jul-11,01-May-16,well placed talent,singapore,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.75,0.85,3,250,0,0,medium,24-Jan-11,29-Feb-16,31-Dec-19,key talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.56,0.48,5,192,1,0,medium,07-Feb-11,31-Aug-15,31-Aug-19,well placed talent,canada,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.88,0.91,4,233,0,0,high,30-Jan-11,01-Feb-16,01-Feb-17,well placed talent,mexico,hierarquical,denmark,egalitarian,operations,sbu,positive,no,buzz
0.63,0.57,4,192,0,0,high,22-Mar-11,28-Mar-16,27-Mar-19,well placed talent,taiwan,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.9,0.93,3,247,0,0,high,09-Jul-12,00-Jan-00,01-Sep-14,consistent,venezuela,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.74,1,4,192,0,0,high,09-Jul-12,00-Jan-00,29-Dec-14,well placed talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.55,0.68,3,178,1,0,high,01-Apr-11,01-Mar-18,28-Feb-21,key talent,france,hierarquical,denmark,egalitarian,medical,sbu,positive,no,buzz
0.87,0.55,4,197,0,0,high,09-Jul-12,01-Sep-18,29-Feb-20,key talent,united states,egalitarian,united states,egalitarian,compliance,united states,positive,no,buzz
0.13,0.9,5,264,0,0,high,01-Jun-11,01-May-17,30-Apr-20,consistent,spain,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.5,0.64,2,274,1,0,high,06-Jun-11,01-Aug-17,01-Aug-18,key talent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.97,4,147,0,0,low,20-Jun-11,01-Feb-16,01-Feb-19,consistent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,no,buzz
0.56,0.94,3,154,1,0,low,01-Jul-11,01-Apr-18,31-Mar-20,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.61,3,224,1,0,low,11-Jul-11,04-Aug-14,04-Aug-17,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.57,0.59,4,250,0,0,low,11-Jul-11,01-Dec-17,30-Jun-18,well placed talent,russia,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.8,0.53,3,179,0,0,low,19-Sep-11,01-Jan-18,31-Dec-20,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.5,0.55,4,170,0,0,low,01-Sep-11,01-May-19,30-Apr-21,key talent,japan,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.54,0.61,4,118,0,0,low,03-Oct-11,28-Jul-14,00-Jan-00,consistent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.54,0.95,4,256,0,0,low,31-Oct-11,01-Feb-17,30-Nov-19,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.8,3,209,0,0,medium,21-Oct-11,01-Aug-18,31-Jul-19,consistent,finland,egalitarian,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.37,0.69,2,146,0,0,medium,10-Nov-11,02-Nov-15,02-Nov-18,consistent,brazil,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.87,3,275,1,0,medium,01-Jan-12,01-Sep-14,01-Sep-18,consistent,switzerland,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.7,0.7,4,180,0,0,medium,10-Jan-12,01-Jun-18,31-May-21,poor perfomer,hungary,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.74,3,228,0,0,medium,08-Feb-12,25-Aug-14,25-Aug-18,consistent,france,hierarquical,denmark,egalitarian,operations,sbu,positive,no,buzz
0.52,0.63,3,204,0,0,medium,01-Apr-12,01-Dec-17,31-Dec-18,well placed talent,poland,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.69,0.55,3,172,0,0,medium,07-Jul-14,04-Jan-16,01-Jan-17,consistent,united states,egalitarian,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.6,0.62,5,274,0,0,medium,07-Jul-14,04-Jan-16,03-Jan-17,consistent,united states,egalitarian,united states,egalitarian,market access,united states,positive,no,buzz
0.74,0.64,3,136,0,0,medium,01-Jul-12,31-Aug-15,31-Aug-20,well placed talent,switzerland,egalitarian,denmark,egalitarian,operations,sbu,positive,no,buzz
0.69,0.82,4,252,1,0,medium,18-Jun-12,01-Jan-18,31-Dec-20,well placed talent,canada,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.9,0.89,4,137,0,0,medium,14-May-12,04-May-15,04-May-18,consistent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.77,0.75,4,191,0,0,medium,28-May-12,30-May-16,30-May-19,well placed talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.91,0.68,4,132,0,0,medium,01-Jul-12,00-Jan-00,29-Dec-14,key talent,france,hierarquical,denmark,egalitarian,communication,sbu,positive,no,buzz
0.54,0.68,6,249,0,0,medium,05-Jul-12,04-Aug-14,04-Aug-18,well placed talent,singapore,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.48,0.77,6,274,0,0,medium,11-Jul-16,01-Jul-18,30-Jun-21,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.55,0.96,3,194,0,0,medium,01-Jul-12,01-Mar-18,30-Apr-19,consistent,germany,consensual,united states,egalitarian,bts,united states,positive,no,buzz
0.17,0.36,6,191,0,0,medium,16-Jul-12,01-Jan-19,30-Jun-20,consistent,colombia,top-down,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.77,0.83,5,216,0,0,medium,19-Sep-12,01-Sep-18,31-Aug-20,well placed talent,belgium,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.93,0.98,3,241,0,0,medium,27-Aug-12,28-Nov-16,30-Apr-19,well placed talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.65,0.91,4,243,1,0,medium,17-Sep-12,31-Aug-15,31-Aug-17,key talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.67,0.55,4,207,0,0,medium,15-Oct-12,04-Jan-16,03-Jan-17,key talent,japan,hierarquical,denmark,egalitarian,medical,sbu,positive,no,buzz
0.95,0.88,3,199,0,0,medium,01-Oct-12,01-Oct-18,31-Dec-19,well placed talent,germany,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.61,0.97,6,286,0,0,medium,08-Oct-12,28-Mar-16,28-Sep-16,consistent,switzerland,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.57,0.39,4,132,0,0,high,15-Nov-12,01-Jul-17,30-Jun-20,consistent,germany,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.65,1,4,229,0,0,low,01-Jan-13,01-Mar-17,28-Feb-20,well placed talent,germany,consensual,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.9,0.81,4,260,0,0,medium,01-Jul-13,31-Aug-15,31-Aug-16,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.61,0.96,3,214,0,0,medium,26-Nov-12,29-Dec-14,31-Dec-15,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.65,0.9,6,217,1,1,medium,23-Nov-12,04-Jan-16,03-Jan-19,consistent,spain,hierarquical,united states,egalitarian,legal,united states,positive,no,buzz
0.9,0.93,4,225,0,1,medium,03-Dec-12,28-Sep-15,30-Sep-17,consistent,united states,egalitarian,denmark,egalitarian,medical,sbu,positive,no,buzz
0.37,0.41,2,113,0,1,medium,14-Jan-13,01-Jul-17,30-Jun-19,consistent,singapore,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.48,0.77,5,250,0,1,medium,04-Nov-13,03-Aug-15,31-Jul-18,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.82,0.91,5,271,0,1,medium,08-Jul-13,02-Jan-17,02-Jan-20,key talent,united states,egalitarian,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.9,0.75,4,135,0,1,medium,07-Jul-14,04-Jan-16,04-Jan-17,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
